market_id,state,district,market,date,min,max,modal,spread,was_missing,is_filled
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-06-06,200.0,1252.0,800.0,1052.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-18,350.0,1771.0,1230.0,1421.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-19,500.0,1818.0,1350.0,1318.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-20,500.0,1631.0,1220.0,1131.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-21,352.0,1606.0,1080.0,1254.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-22,400.0,1661.0,1100.0,1261.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-23,400.0,1661.0,1100.0,1261.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-24,425.0,1799.0,1150.0,1374.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-25,412.0,1752.0,1200.0,1340.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-26,401.0,1712.0,1260.0,1311.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-27,400.0,1751.0,1250.0,1351.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-28,400.0,1652.0,1225.0,1252.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-29,400.0,1652.0,1225.0,1252.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-30,400.0,1652.0,1225.0,1252.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-07-31,452.0,1729.0,1250.0,1277.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-01,601.0,1800.0,1310.0,1199.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-02,600.0,1792.0,1350.0,1192.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-03,530.0,1836.0,1380.0,1306.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-04,690.0,1861.0,1420.0,1171.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-05,690.0,1861.0,1420.0,1171.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-06,690.0,1861.0,1420.0,1171.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-07,1100.0,2021.0,1750.0,921.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-08,1001.0,2070.0,1750.0,1069.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-09,1067.0,2122.0,1780.0,1055.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-10,1000.0,2161.0,1800.0,1161.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-11,1400.0,2601.0,2260.0,1201.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-12,1081.0,2500.0,2160.0,1419.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-13,1081.0,2500.0,2160.0,1419.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-14,1000.0,2525.0,2160.0,1525.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-15,1000.0,2525.0,2160.0,1525.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-16,1000.0,2525.0,2160.0,1525.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-17,200.0,2463.0,2180.0,2263.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-18,200.0,2400.0,2150.0,2200.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-19,200.0,2461.0,1980.0,2261.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-20,200.0,2461.0,1980.0,2261.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-21,300.0,2324.0,2050.0,2024.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-22,300.0,2324.0,2050.0,2024.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-23,300.0,2324.0,2050.0,2024.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-24,401.0,2350.0,2030.0,1949.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-25,480.0,2400.0,1930.0,1920.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-26,325.0,2351.0,1850.0,2026.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-27,325.0,2351.0,1850.0,2026.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-28,300.0,2411.0,1880.0,2111.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-29,500.0,2346.0,1960.0,1846.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-30,500.0,2346.0,1960.0,1846.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-08-31,1002.0,2500.0,2100.0,1498.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-01,1000.0,2570.0,2100.0,1570.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-02,901.0,2750.0,2280.0,1849.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-03,901.0,2750.0,2280.0,1849.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-04,1000.0,2599.0,2180.0,1599.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-05,900.0,2600.0,2100.0,1700.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-06,700.0,2341.0,1880.0,1641.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-07,811.0,2375.0,1900.0,1564.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-08,511.0,2355.0,1880.0,1844.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-09,801.0,2351.0,1930.0,1550.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-10,801.0,2351.0,1930.0,1550.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-11,830.0,2399.0,1800.0,1569.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-12,811.0,2400.0,1850.0,1589.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-13,750.0,2296.0,1800.0,1546.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-14,750.0,2296.0,1800.0,1546.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-15,812.0,2318.0,2000.0,1506.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-16,600.0,2223.0,1950.0,1623.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-17,600.0,2223.0,1950.0,1623.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-18,700.0,2352.0,2100.0,1652.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-19,1000.0,2410.0,2250.0,1410.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-20,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-21,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-22,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-23,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-24,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-25,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-26,1000.0,2410.0,2250.0,1410.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-27,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-28,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-29,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-09-30,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-01,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-02,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-03,1670.0,2450.0,2100.0,780.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-04,1115.0,2512.0,2180.0,1397.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-05,1130.0,2700.0,2100.0,1570.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-06,1050.0,2653.0,2250.0,1603.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-07,1001.0,2700.0,2300.0,1699.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-08,1001.0,2700.0,2300.0,1699.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-09,1000.0,2728.0,2200.0,1728.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-10,1201.0,2760.0,2300.0,1559.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-11,1201.0,2800.0,2300.0,1599.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-12,1200.0,2875.0,2400.0,1675.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-13,1200.0,2875.0,2400.0,1675.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-14,1200.0,2875.0,2400.0,1675.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-15,1200.0,2875.0,2400.0,1675.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-16,1900.0,3419.0,2650.0,1519.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-17,1852.0,4131.0,3300.0,2279.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-18,1500.0,4000.0,3180.0,2500.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-19,1505.0,3852.0,3050.0,2347.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-20,1311.0,3552.0,3000.0,2241.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-21,1800.0,4000.0,3100.0,2200.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-22,1800.0,4000.0,3100.0,2200.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-23,2000.0,4601.0,3680.0,2601.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-24,2000.0,4601.0,3680.0,2601.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-25,1901.0,5000.0,4200.0,3099.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-26,3400.5,4201.5,3900.0,801.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-27,3300.0,5326.5,4725.0,2026.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-28,3000.0,5500.0,4670.0,2500.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-29,3000.0,5500.0,4670.0,2500.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-30,3075.0,4911.5,4200.0,1836.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-10-31,2350.5,4600.0,4090.0,2249.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-01,2500.0,4555.0,4100.0,2055.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-02,2500.0,4555.0,4100.0,2055.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-03,2425.5,4720.5,4050.0,2295.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-04,2000.0,3901.0,3300.0,1901.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-05,2000.0,3901.0,3300.0,1901.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-06,1433.0,4185.0,3395.0,2752.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-07,1945.0,4065.0,3490.0,2120.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-08,1850.0,4245.0,3565.0,2395.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-09,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-10,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-11,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-12,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-13,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-14,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-15,1850.0,4245.0,3565.0,2395.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-16,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-17,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-18,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-19,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-20,,,,,True,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-21,1781.0,4006.5,3450.0,2225.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-22,1907.5,3792.5,3290.0,1885.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-23,1829.0,3952.0,3500.0,2123.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-24,1550.0,3963.0,3440.0,2413.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-25,1350.5,3936.0,3300.0,2585.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-26,1350.5,3936.0,3300.0,2585.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-27,1350.5,3936.0,3300.0,2585.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-28,1450.0,4535.5,3910.0,3085.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-29,1625.5,4210.5,3400.0,2585.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-11-30,1400.0,3950.5,3340.0,2550.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-01,1400.0,3950.5,3340.0,2550.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-02,1400.0,3950.5,3340.0,2550.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-03,1400.0,3950.5,3340.0,2550.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-04,1676.0,4116.0,3615.0,2440.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-05,1500.0,4379.5,3750.0,2879.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-06,1876.0,4456.0,3750.0,2580.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-07,1700.0,4364.5,3800.0,2664.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-08,1700.0,4364.5,3800.0,2664.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-09,1700.0,4364.5,3800.0,2664.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-10,1700.0,4364.5,3800.0,2664.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-11,1700.0,4364.5,3800.0,2664.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-12,1700.0,4364.5,3800.0,2664.5,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-13,956.0,2498.5,2125.0,1542.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-14,732.5,2493.5,2150.0,1761.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-15,900.0,2306.0,1950.0,1406.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-16,700.0,2226.0,2050.0,1526.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-17,700.0,2226.0,2050.0,1526.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-18,753.5,2105.5,1750.0,1352.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-19,650.0,2083.5,1890.0,1433.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-20,1000.0,2150.0,1800.0,1150.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-21,400.5,1870.0,1550.0,1469.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-22,800.0,1990.0,1700.0,1190.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-23,482.5,1700.5,1425.0,1218.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-24,482.5,1700.5,1425.0,1218.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-25,482.5,1700.5,1425.0,1218.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-26,362.5,1496.0,1250.0,1133.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-27,450.0,1667.5,1275.0,1217.5,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-28,604.0,1775.0,1460.0,1171.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-29,860.0,1700.0,1500.0,840.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-30,812.0,1835.0,1700.0,1023.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2023-12-31,812.0,1835.0,1700.0,1023.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-01,1000.0,2165.0,2050.0,1165.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-02,1012.0,2501.0,2010.0,1489.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-03,1001.0,2168.0,1900.0,1167.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-04,826.0,2036.0,1680.0,1210.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-05,801.0,1952.0,1780.0,1151.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-06,1000.0,2121.0,1780.0,1121.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-07,1000.0,2121.0,1780.0,1121.0,True,True
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-08,852.0,1953.0,1750.0,1101.0,False,False
Maharashtra | nashik | Chandvad,Maharashtra,nashik,Chandvad,2024-01-09,811.0,1952.0,1800.0,1141.0,False,False
